,source,target,TS label,TS chiral?,
92,0020113000,0030112000,2000030110,yes,,,,,,,
93,0011000230,0011000320,0011000230,yes,,,,,,,
94,0011000230,0010103200,1000230010,yes,,,,,,,
95,0011000230,0001003201,0230011000,yes,,,,,,,
96,0000011032,0002301001,0000011032,yes,,,,,,,
97,0000011032,1002003010,0011030002,yes,,,,,,,
98,0000011032,0003012100,0003012100,yes,,,,,,,
99,0023001001,0032001001,0023001001,yes,,,,,,,
100,0023001001,0010031200,0010031200,yes,,,,,,,
101,0023001001,0011002003,1000023001,yes,,,,,,,
102,0002010103,0003011020,0002010103,yes,,,,,,,
103,0002010103,0101023000,0101023000,yes,,,,,,,
104,0002010103,0000103102,0000103102,yes,,,,,,,
105,0001012030,0000301012,0001012030,yes,,,,,,,
106,0001012030,0003021010,1012030000,yes,,,,,,,
107,0001012030,0003020101,0003020101,yes,,,,,,,
108,0031002100,0010013002,0013000012,yes,,,,,,,
109,0031002100,0010300120,0120010300,yes,,,,,,,
110,0031002100,0003000121,2100031000,yes,,,,,,,
111,0101003200,0010100023,0010100023,yes,,,,,,,
112,0101003200,0010010230,0230010010,yes,,,,,,,
113,0101003200,0000100231,0100230001,yes,,,,,,,
114,0010012300,0031001002,0010012300,no,,,,,,,
115,0010012300,0100321000,0012300010,yes,,,,,,,
116,0010012300,0101000320,1000320100,yes,,,,,,,
117,0020301010,0100302001,0020301010,yes,,,,,,,
118,0020301010,0201010300,0301010020,yes,,,,,,,
119,0020301010,0032001010,1010020300,yes,,,,,,,
120,0032000110,0023000110,0023000110,yes,,,,,,,
121,0032000110,0020301100,1100020300,yes,,,,,,,
122,0032000110,0003001102,0110032000,yes,,,,,,,
123,0000301210,0000120301,0000301210,yes,,,,,,,
124,0000301210,0001210300,0301210000,yes,,,,,,,
125,0000301210,0001210030,0001210030,yes,,,,,,,
126,0012030100,0013021000,0012030100,yes,,,,,,,
127,0012030100,0100103020,0103020100,yes,,,,,,,
128,0012030100,0100301002,0100012030,yes,,,,,,,
129,0000010312,0002131000,0000010312,yes,,,,,,,
130,0000010312,1002001300,0010310002,yes,,,,,,,
131,0000010312,0001302100,0001302100,yes,,,,,,,
132,0100300201,0101020300,0100300201,yes,,,,,,,
133,0100300201,0200301010,0200301010,yes,,,,,,,
134,0100300201,0100201030,0100201030,yes,,,,,,,
135,0010020130,0312001000,0010020130,yes,,,,,,,
136,0010020130,0103102000,0020130010,yes,,,,,,,
137,0010020130,0201003100,0130010020,yes,,,,,,,
138,0001020013,0003102010,0001020013,yes,,,,,,,
139,0001020013,1002013000,1002013000,yes,,,,,,,
140,0001020013,0001003201,0001003201,yes,,,,,,,
141,0003020110,0000112030,0003020110,yes,,,,,,,
142,0003020110,0001102030,1102030000,yes,,,,,,,
143,0003020110,0001100203,0001100203,yes,,,,,,,
144,0000021310,0000132001,0000021310,yes,,,,,,,
145,0000021310,0001312000,0021310000,yes,,,,,,,
146,0000021310,0001310200,0001310200,yes,,,,,,,
147,0201000301,0010201030,0010201030,yes,,,,,,,
148,0201000301,0011020300,0300011020,yes,,,,,,,
149,0201000301,0200301001,0200301001,yes,,,,,,,
150,0000001312,0000002131,0000001312,no,,,,,,,
151,0000001312,0002001310,0001310002,yes,,,,,,,
152,0000001312,0001312000,0001312000,yes,,,,,,,
153,0011000203,0011003020,0011000203,yes,,,,,,,
154,0011000203,0013100200,0200013100,yes,,,,,,,
155,0011000203,0203001001,0200011003,yes,,,,,,,
156,0000210013,0003101200,0000210013,yes,,,,,,,
157,0000210013,1001203000,0210010003,yes,,,,,,,
158,0000210013,0001003120,0001003120,yes,,,,,,,
159,0010032010,0103001002,0010032010,yes,,,,,,,
160,0010032010,0101023000,0032010010,yes,,,,,,,
