,id,chiral?,enantiomer,
100,0101020300,yes,0100301020,,,,,
101,0010130200,yes,0010200130,,,,,
102,0000131020,yes,0001020130,,,,,
103,0001201300,yes,0001301200,,,,,
104,0000301021,yes,0001020301,,,,,
105,0001002103,yes,0002101003,,,,,
106,0100103020,no,,,,,,
107,0002010031,yes,0000032011,,,,,
108,0000130012,yes,0000010132,,,,,
109,0100103200,no,,,,,,
110,0000113002,yes,0003000112,,,,,
111,0002101300,yes,0001302100,,,,,
112,0012001030,yes,0011032000,,,,,
113,0000001123,no,,,,,,
114,0113002000,yes,0112003000,,,,,
115,0000120130,yes,0000130120,,,,,
116,0000210301,yes,0000300211,,,,,
117,0201100300,yes,0200301100,,,,,
118,0010020103,yes,0010100023,,,,,
119,0001031002,yes,0001001032,,,,,
120,0001021003,yes,0001001023,,,,,
121,0000130021,yes,0000020131,,,,,
122,0030201001,yes,0031000201,,,,,
123,0201000310,yes,0200311000,,,,,
124,0003210010,yes,0000013210,,,,,
125,0002001301,yes,0001302001,,,,,
126,0001100023,yes,0000021103,,,,,
127,0012001003,yes,0011002003,,,,,
128,0000120310,yes,0000310120,,,,,
129,0012000130,yes,0010132000,,,,,
130,0002003110,yes,0003112000,,,,,
131,0100300210,yes,0100210300,,,,,
132,0302001100,yes,0301102000,,,,,
133,0001012300,yes,0002301010,,,,,
134,0103000120,yes,0100123000,,,,,
135,0001320010,yes,0000011320,,,,,
136,0001310020,yes,0000021310,,,,,
137,0000001231,no,,,,,,
138,0000001132,no,,,,,,
139,0000012130,yes,0002130010,,,,,
140,1003001020,yes,1001023000,,,,,
141,0010020301,yes,0010300021,,,,,
142,0100203001,yes,0103000201,,,,,
143,0000121003,yes,0001000123,,,,,
144,0210301000,yes,0211000300,,,,,
145,1003102000,yes,1002003100,,,,,
146,0002100301,yes,0000302101,,,,,
147,0010200103,yes,0010100203,,,,,
148,0020110300,yes,0020300110,,,,,
149,0003110020,yes,0000023110,,,,,
150,0000132010,yes,0002010130,,,,,
151,0000010321,yes,0000320011,,,,,
152,0010100203,yes,0010200103,,,,,
153,0000002131,no,,,,,,
154,0102003010,yes,0103012000,,,,,
155,0010013002,no,,,,,,
156,0011302000,yes,0012001300,,,,,
157,0001003201,yes,0003201001,,,,,
158,0000012013,yes,0002010013,,,,,
159,0001203100,yes,0003101200,,,,,
160,0302011000,yes,0301002010,,,,,
161,0003001102,yes,0001103002,,,,,
162,0002100103,yes,0000102103,,,,,
163,0000132100,yes,0002100130,,,,,
164,0000310102,yes,0000100312,,,,,
165,0001213000,yes,0003001210,,,,,
166,0000120103,yes,0000100123,,,,,
167,0001130200,yes,0000201130,,,,,
168,0010103020,yes,0013020100,,,,,
169,0002001013,yes,0001012003,,,,,
170,0013200100,yes,0010103200,,,,,
171,0010103002,yes,0013000102,,,,,
172,0002300101,yes,0000102301,,,,,
173,0003001210,yes,0001213000,,,,,
174,0002031100,yes,0001102030,,,,,
175,0000013012,yes,0003010012,,,,,
176,0000110320,yes,0000320110,,,,,
177,0021003010,yes,0023011000,,,,,
178,0001021300,yes,0001301020,,,,,
179,0000010213,yes,0000210013,,,,,
180,0001103002,yes,0003001102,,,,,
181,0013001020,yes,0011023000,,,,,
182,0010300021,yes,0010020301,,,,,
183,0203001100,yes,0201103000,,,,,
184,0002030101,yes,0000102031,,,,,
185,1003012000,yes,1002003010,,,,,
186,0113000200,yes,0110203000,,,,,
187,0010301200,yes,0011200300,,,,,
188,0000230101,yes,0000100231,,,,,
189,0030200101,yes,0030100201,,,,,
190,0301002010,yes,0302011000,,,,,
191,0000013210,yes,0003210010,,,,,
192,0012031000,yes,0011002030,,,,,
193,0000021301,yes,0001300021,,,,,
194,0000302110,yes,0002110300,,,,,
195,0011200030,yes,0010031200,,,,,
196,1002003010,yes,1003012000,,,,,
197,0002101030,yes,0001032100,,,,,
198,0003120100,yes,0000103120,,,,,
199,0020300101,yes,0020100301,,,,,
200,0000120301,yes,0000300121,,,,,
201,0010201030,yes,0011030200,,,,,
